data type,model,init method,prune ratio,restore,mean,max,min,std
cifar10,conv3_wobn,xavier,0.86,0,54.784000396728516,55.880001068115234,53.70000076293945,0.9730782163894949
cifar10,conv3_wobn,xavier,0.86,1,54.10599975585937,54.68999862670898,53.13999938964844,0.6123154095960722
cifar10,conv3_wobn,xavier,0.88,0,52.99800033569336,53.4900016784668,51.84000015258789,0.6635287092920429
cifar10,conv3_wobn,xavier,0.88,1,53.24399948120117,53.84000015258789,52.43999862670898,0.557969727929765
cifar10,conv3_wobn,xavier,0.9,0,51.12799911499023,52.77999877929688,50.119998931884766,1.1193389800222924
cifar10,conv3_wobn,xavier,0.9,1,50.89399948120117,51.77999877929688,49.709999084472656,0.8088139822180392
cifar10,conv3_wobn,xavier,0.92,0,47.135999298095705,48.79999923706055,46.209999084472656,1.1713365815201418
cifar10,conv3_wobn,xavier,0.92,1,47.635999298095705,48.41999816894531,46.54999923706055,0.6785496859933494
cifar10,conv3_wobn,xavier,0.94,0,43.09599990844727,43.72999954223633,41.93999862670898,0.7333014116918856
cifar10,conv3_wobn,xavier,0.94,1,44.27200012207031,45.52999877929688,43.27000045776367,0.9763041699733367
cifar10,conv3_wobn,xavier,0.96,0,38.33400039672851,39.63999938964844,37.040000915527344,1.0697797845994368
cifar10,conv3_wobn,xavier,0.96,1,39.645999908447266,40.83000183105469,38.36000061035156,0.9255974585174979
cifar10,conv3_wobn,xavier,0.98,0,20.8060001373291,25.46999931335449,10.0,6.286289001720118
cifar10,conv3_wobn,xavier,0.98,1,22.802000045776367,24.40999984741211,19.239999771118164,2.1337926562649177
cifar10,fc3,kaiming_in,0.8,0,62.822000122070314,63.060001373291016,62.65999984741211,0.16634392539524867
cifar10,fc3,kaiming_in,0.8,1,62.74399948120117,62.959999084472656,62.4900016784668,0.1833837965945507
cifar10,fc3,kaiming_in,0.82,0,62.60999984741211,62.790000915527344,62.41999816894531,0.13656610340777792
cifar10,fc3,kaiming_in,0.82,1,62.51599960327148,63.04999923706055,62.09000015258789,0.3535249582252851
cifar10,fc3,kaiming_in,0.84,0,62.31800003051758,63.06999969482422,61.810001373291016,0.5010683658896499
cifar10,fc3,kaiming_in,0.84,1,62.10999984741211,62.27999877929688,61.970001220703125,0.13341604878131627
cifar10,fc3,kaiming_in,0.86,0,61.54000015258789,61.619998931884766,61.40999984741211,0.08093203729426082
cifar10,fc3,kaiming_in,0.86,1,61.96399993896485,62.11000061035156,61.619998931884766,0.1962911874126185
cifar10,fc3,kaiming_in,0.88,0,61.26999969482422,61.709999084472656,60.869998931884766,0.3941445186501264
cifar10,fc3,kaiming_in,0.88,1,61.363999938964845,61.61000061035156,60.93000030517578,0.26688957428498894
cifar10,fc3,kaiming_in,0.9,0,60.905999755859376,61.29999923706055,60.619998931884766,0.2850971128785014
cifar10,fc3,kaiming_in,0.9,1,60.735999298095706,60.93999862670898,60.59000015258789,0.17386767545302026
cifar10,fc3,kaiming_in,0.92,0,59.72400054931641,60.22999954223633,59.380001068115234,0.4529116730814019
cifar10,fc3,kaiming_in,0.92,1,59.66399993896484,59.959999084472656,59.119998931884766,0.3253924261853961
cifar10,fc3,kaiming_in,0.94,0,58.944000244140625,59.13999938964844,58.720001220703125,0.1775657003582862
cifar10,fc3,kaiming_in,0.94,1,58.80799942016601,59.119998931884766,58.38999938964844,0.3649927777142735
cifar10,fc3,kaiming_in,0.96,0,57.012000274658206,57.16999816894531,56.81999969482422,0.12716092549385735
cifar10,fc3,kaiming_in,0.96,1,56.84199981689453,57.02000045776367,56.68000030517578,0.1439445217122088
cifar10,fc3,kaiming_in,0.98,0,53.040000915527344,53.5,52.61000061035156,0.3406609685270272
cifar10,fc3,kaiming_in,0.98,1,52.93199920654297,53.16999816894531,52.72999954223633,0.2047431091725819
cifar10,fc3,kaiming_out,0.8,0,62.805999755859375,62.970001220703125,62.59000015258789,0.1653176905646698
cifar10,fc3,kaiming_out,0.8,1,62.63999938964844,62.91999816894531,62.470001220703125,0.19912212730764373
cifar10,fc3,kaiming_out,0.82,0,62.6260009765625,63.220001220703125,62.33000183105469,0.3487549532198276
cifar10,fc3,kaiming_out,0.82,1,62.497998809814455,62.709999084472656,62.09999847412109,0.24139187861869932
cifar10,fc3,kaiming_out,0.84,0,62.113999938964845,62.59999847412109,61.72999954223633,0.3203586587860422
cifar10,fc3,kaiming_out,0.84,1,62.22200012207031,62.290000915527344,62.13999938964844,0.05357285945600259
cifar10,fc3,kaiming_out,0.86,0,61.652000427246094,62.08000183105469,61.290000915527344,0.3902822515848658
cifar10,fc3,kaiming_out,0.86,1,61.85199966430664,61.97999954223633,61.5,0.20092268509201333
cifar10,fc3,kaiming_out,0.88,0,61.177999877929686,61.38999938964844,60.93999862670898,0.1818522049854264
cifar10,fc3,kaiming_out,0.88,1,61.48399963378906,61.7400016784668,61.2599983215332,0.1855544928583698
cifar10,fc3,kaiming_out,0.9,0,60.46999969482422,60.720001220703125,60.16999816894531,0.22282379079250592
cifar10,fc3,kaiming_out,0.9,1,60.693999481201175,61.130001068115234,60.369998931884766,0.3311048673726941
cifar10,fc3,kaiming_out,0.92,0,59.85,60.15999984741211,59.459999084472656,0.3105643555920574
cifar10,fc3,kaiming_out,0.92,1,59.854000091552734,60.06999969482422,59.56999969482422,0.20755770770400317
cifar10,fc3,kaiming_out,0.94,0,58.77799987792969,59.43000030517578,58.400001525878906,0.42304862577721597
cifar10,fc3,kaiming_out,0.94,1,58.8140007019043,59.220001220703125,58.5,0.29560111841972575
cifar10,fc3,kaiming_out,0.96,0,56.8259994506836,57.0099983215332,56.70000076293945,0.12739639980486922
cifar10,fc3,kaiming_out,0.96,1,57.12799987792969,57.59000015258789,56.63999938964844,0.43263127146316405
cifar10,fc3,kaiming_out,0.98,0,53.09199981689453,53.540000915527344,52.68000030517578,0.33663023552197774
cifar10,fc3,kaiming_out,0.98,1,53.1879997253418,53.540000915527344,52.81999969482422,0.27215823743232587
cifar10,fc3,xavier,0.8,0,62.95600128173828,63.150001525878906,62.810001373291016,0.12759319833558871
cifar10,fc3,xavier,0.8,1,62.90199966430664,63.209999084472656,62.22999954223633,0.42681342386675114
cifar10,fc3,xavier,0.82,0,62.626000213623044,62.81999969482422,62.40999984741211,0.16652316581336943
cifar10,fc3,xavier,0.82,1,62.491999816894534,62.630001068115234,62.29999923706055,0.12498034086551041
cifar10,fc3,xavier,0.84,0,62.17600021362305,62.34999847412109,62.08000183105469,0.1158873198990594
cifar10,fc3,xavier,0.84,1,62.16000061035156,62.27000045776367,62.06999969482422,0.09137854732461966
cifar10,fc3,xavier,0.86,0,62.09600067138672,62.31999969482422,61.810001373291016,0.2263396995161806
cifar10,fc3,xavier,0.86,1,61.75,62.11000061035156,61.310001373291016,0.3190604746588107
cifar10,fc3,xavier,0.88,0,61.317999267578124,61.54999923706055,61.06999969482422,0.20656740233106535
cifar10,fc3,xavier,0.88,1,61.24400024414062,61.61000061035156,60.869998931884766,0.26632740511201847
cifar10,fc3,xavier,0.9,0,60.63199920654297,60.91999816894531,60.27000045776367,0.23488219469964627
cifar10,fc3,xavier,0.9,1,60.57399978637695,60.66999816894531,60.45000076293945,0.08384405702638709
cifar10,fc3,xavier,0.92,0,59.88799896240234,60.209999084472656,59.59999847412109,0.28279025886040066
cifar10,fc3,xavier,0.92,1,59.88400039672852,60.040000915527344,59.75,0.10358600349522708
cifar10,fc3,xavier,0.94,0,58.684000396728514,58.959999084472656,58.43000030517578,0.1919110598426976
cifar10,fc3,xavier,0.94,1,58.77600021362305,58.970001220703125,58.34000015258789,0.2619734089310448
cifar10,fc3,xavier,0.96,0,57.29999923706055,57.59999847412109,57.0099983215332,0.26673902849342546
cifar10,fc3,xavier,0.96,1,57.13800048828125,57.290000915527344,56.880001068115234,0.1872698062065019
cifar10,fc3,xavier,0.98,0,52.88199996948242,53.18000030517578,52.43999862670898,0.30227559567049567
cifar10,fc3,xavier,0.98,1,53.24600067138672,53.470001220703125,52.970001220703125,0.22545490039236216
cifar10,fc3_wobn,kaiming_in,0.8,0,58.73999938964844,58.970001220703125,58.41999816894531,0.21920372518308234
cifar10,fc3_wobn,kaiming_in,0.8,1,58.97799987792969,59.43000030517578,58.470001220703125,0.3910496886712149
cifar10,fc3_wobn,kaiming_in,0.82,0,59.065999603271486,59.36000061035156,58.63999938964844,0.29963337863278433
cifar10,fc3_wobn,kaiming_in,0.82,1,58.99600067138672,59.20000076293945,58.77999877929688,0.18420138268979336
cifar10,fc3_wobn,kaiming_in,0.84,0,59.126000213623044,59.560001373291016,58.709999084472656,0.3347096399305351
cifar10,fc3_wobn,kaiming_in,0.84,1,58.98600082397461,59.400001525878906,58.4900016784668,0.35345393475196973
cifar10,fc3_wobn,kaiming_in,0.86,0,58.95,59.34999847412109,58.2599983215332,0.4252652747365371
cifar10,fc3_wobn,kaiming_in,0.86,1,59.072000122070314,59.34000015258789,58.61000061035156,0.30210888709819234
cifar10,fc3_wobn,kaiming_in,0.88,0,58.912000274658205,59.33000183105469,58.27000045776367,0.3897694317969053
cifar10,fc3_wobn,kaiming_in,0.88,1,59.066000366210936,59.220001220703125,58.83000183105469,0.1732914675070588
cifar10,fc3_wobn,kaiming_in,0.9,0,58.67800064086914,58.95000076293945,58.470001220703125,0.1773979723388081
cifar10,fc3_wobn,kaiming_in,0.9,1,58.896000671386716,59.2400016784668,58.61000061035156,0.22678225535868338
cifar10,fc3_wobn,kaiming_in,0.92,0,58.20199966430664,58.75,57.43999862670898,0.4792394777046023
cifar10,fc3_wobn,kaiming_in,0.92,1,58.21399993896485,58.36000061035156,57.93000030517578,0.16831527074655864
cifar10,fc3_wobn,kaiming_in,0.94,0,57.20600051879883,57.63999938964844,56.900001525878906,0.2804988278743016
cifar10,fc3_wobn,kaiming_in,0.94,1,57.38799896240234,57.619998931884766,57.16999816894531,0.17166868076892783
cifar10,fc3_wobn,kaiming_in,0.96,0,55.73399963378906,56.29999923706055,55.380001068115234,0.37333622041470704
cifar10,fc3_wobn,kaiming_in,0.96,1,56.10599975585937,56.31999969482422,55.90999984741211,0.1692040928158402
cifar10,fc3_wobn,kaiming_in,0.98,0,51.806000518798825,52.310001373291016,51.27000045776367,0.4477496480352528
cifar10,fc3_wobn,kaiming_in,0.98,1,52.220000457763675,52.7400016784668,51.79999923706055,0.3764977262525021
cifar10,fc3_wobn,kaiming_out,0.8,0,58.172000122070315,58.5099983215332,57.7400016784668,0.3372969864246815
cifar10,fc3_wobn,kaiming_out,0.8,1,59.16399993896484,59.459999084472656,58.95000076293945,0.2530403178699261
cifar10,fc3_wobn,kaiming_out,0.82,0,58.68600006103516,58.93000030517578,58.470001220703125,0.21149468764056004
cifar10,fc3_wobn,kaiming_out,0.82,1,59.01999969482422,59.20000076293945,58.88999938964844,0.11640500143725854
cifar10,fc3_wobn,kaiming_out,0.84,0,58.57199935913086,59.11000061035156,57.7599983215332,0.5373741574625331
cifar10,fc3_wobn,kaiming_out,0.84,1,59.44000091552734,59.97999954223633,58.900001525878906,0.4019943093437786
cifar10,fc3_wobn,kaiming_out,0.86,0,58.85800018310547,59.34000015258789,58.36000061035156,0.398019874959485
cifar10,fc3_wobn,kaiming_out,0.86,1,59.0119987487793,59.65999984741211,58.7599983215332,0.37532709591098323
cifar10,fc3_wobn,kaiming_out,0.88,0,58.709999084472656,59.22999954223633,57.84999847412109,0.5253573191704802
cifar10,fc3_wobn,kaiming_out,0.88,1,58.837999725341795,59.20000076293945,58.29999923706055,0.3667701829851632
cifar10,fc3_wobn,kaiming_out,0.9,0,58.35999984741211,58.56999969482422,58.11000061035156,0.16370672455198845
cifar10,fc3_wobn,kaiming_out,0.9,1,58.53599853515625,58.97999954223633,58.16999816894531,0.3276130241297424
cifar10,fc3_wobn,kaiming_out,0.92,0,57.82399978637695,58.459999084472656,57.34999847412109,0.41955916694018947
cifar10,fc3_wobn,kaiming_out,0.92,1,58.30200042724609,58.84000015258789,57.84999847412109,0.35625875640495236
cifar10,fc3_wobn,kaiming_out,0.94,0,57.235999298095706,57.66999816894531,56.77000045776367,0.32113771772773947
cifar10,fc3_wobn,kaiming_out,0.94,1,57.5620002746582,57.720001220703125,57.34999847412109,0.1617719511739431
cifar10,fc3_wobn,kaiming_out,0.96,0,55.614000701904295,55.7599983215332,55.400001525878906,0.16667262781858772
cifar10,fc3_wobn,kaiming_out,0.96,1,55.98199996948242,56.20000076293945,55.650001525878906,0.2178755569173182
cifar10,fc3_wobn,kaiming_out,0.98,0,52.15399932861328,52.709999084472656,51.540000915527344,0.49707088991966086
cifar10,fc3_wobn,kaiming_out,0.98,1,52.439999389648435,52.709999084472656,52.02999877929688,0.2537717221744061
cifar10,fc3_wobn,xavier,0.8,0,59.08000030517578,59.470001220703125,58.540000915527344,0.412128242127102
cifar10,fc3_wobn,xavier,0.8,1,59.05999984741211,59.2400016784668,58.709999084472656,0.21412702359696156
cifar10,fc3_wobn,xavier,0.82,0,58.966000366210935,59.34000015258789,58.66999816894531,0.29534773604804737
cifar10,fc3_wobn,xavier,0.82,1,59.273999786376955,59.75,59.0,0.29373478419172333
cifar10,fc3_wobn,xavier,0.84,0,59.347999572753906,59.47999954223633,59.09999847412109,0.161462386911525
cifar10,fc3_wobn,xavier,0.84,1,59.05200042724609,59.560001373291016,58.709999084472656,0.3213570057841007
cifar10,fc3_wobn,xavier,0.86,0,59.15399932861328,59.54999923706055,58.709999084472656,0.3159587914364137
cifar10,fc3_wobn,xavier,0.86,1,59.12200012207031,59.27999877929688,58.88999938964844,0.14237274002473504
cifar10,fc3_wobn,xavier,0.88,0,58.87200012207031,59.20000076293945,58.380001068115234,0.3130013332164551
cifar10,fc3_wobn,xavier,0.88,1,58.89399948120117,59.02999877929688,58.68000030517578,0.14892914417448916
cifar10,fc3_wobn,xavier,0.9,0,58.62799911499023,58.93999862670898,58.25,0.2611892842839996
cifar10,fc3_wobn,xavier,0.9,1,58.61799926757813,58.84999847412109,58.43999862670898,0.17020621325653312
cifar10,fc3_wobn,xavier,0.92,0,58.00600128173828,58.400001525878906,57.400001525878906,0.37473990043906513
cifar10,fc3_wobn,xavier,0.92,1,58.34800033569336,58.58000183105469,57.93999862670898,0.29072451043657144
cifar10,fc3_wobn,xavier,0.94,0,57.283999633789065,57.63999938964844,56.90999984741211,0.3530297360110004
cifar10,fc3_wobn,xavier,0.94,1,57.322000122070314,57.63999938964844,57.0,0.2900342271282136
cifar10,fc3_wobn,xavier,0.96,0,55.89199981689453,56.16999816894531,55.400001525878906,0.3134794655275324
cifar10,fc3_wobn,xavier,0.96,1,55.84599990844727,56.02999877929688,55.65999984741211,0.14081865301341762
cifar10,fc3_wobn,xavier,0.98,0,52.05399932861328,52.75,51.459999084472656,0.5354718820011248
cifar10,fc3_wobn,xavier,0.98,1,52.257999420166016,52.52000045776367,51.91999816894531,0.21844992252972967
