output_channels,lipz,lipz_bn,lipz_xn,lipz_xn_bn,lipz_xu,lipz_xu_bn,lipz_kni,lipz_kni_bn,lipz_kui,lipz_kui_bn,lipz_kno,lipz_kno_bn,lipz_kuo,lipz_kuo_bn
32.0,0.630387544631958,2.9251797199249268,1.4979498386383057,2.4204742908477783,1.5123287439346313,6.259300708770752,1.5177280902862549,1.7175849676132202,1.664251446723938,2.7964091300964355,5.835249423980713,2.6007940769195557,6.764986515045166,3.1471810340881348
64.0,0.8632673621177673,4.824090003967285,1.8158905506134033,4.048584938049316,1.8883429765701294,2.315117120742798,1.8717998266220093,10.199539184570312,1.9989348649978638,2.680070638656616,5.479949951171875,6.5706963539123535,5.542703628540039,7.808913230895996
128.0,1.0869534015655518,4.8677239418029785,2.345557689666748,4.826579570770264,2.2864646911621094,5.250094890594482,2.4578921794891357,4.873263359069824,2.5336523056030273,10.662854194641113,4.816248416900635,8.335930824279785,5.059556484222412,5.001889705657959
256.0,1.4426063299179077,9.844695091247559,2.6681647300720215,6.725186347961426,2.7722249031066895,7.031189441680908,3.2728168964385986,4.383596897125244,3.6118502616882324,8.240464210510254,4.5223002433776855,4.945815086364746,4.955264091491699,5.927441120147705
512.0,1.8751912117004395,9.958946228027344,3.1602015495300293,8.521591186523438,3.248441219329834,6.091310977935791,4.434394359588623,7.617059707641602,4.659678936004639,6.34242582321167,4.393832683563232,9.147672653198242,4.750147819519043,9.920367240905762
1024.0,2.642944097518921,7.4917802810668945,3.537618398666382,11.58201789855957,3.6922738552093506,6.797425270080566,5.9914164543151855,13.26779556274414,6.4388532638549805,8.174015998840332,4.313710689544678,9.019862174987793,4.450806617736816,8.204055786132812
2048.0,3.6586854457855225,16.438335418701172,3.8086140155792236,10.999269485473633,3.967848062515259,19.9392147064209,8.592044830322266,10.100189208984375,8.931178092956543,10.495973587036133,4.289553165435791,11.091389656066895,4.470069885253906,14.739277839660645
4096.0,5.174459934234619,13.546238899230957,3.9854543209075928,13.577920913696289,4.197851181030273,22.274240493774414,12.131002426147461,14.212879180908203,12.472482681274414,25.384836196899414,4.254715919494629,14.34742259979248,4.418396949768066,17.0700740814209
