data type,model,init method,prune ratio,restore,number,best accuracy
cifar10,fc3,kaiming_out,0.84,1,5,60.79999923706055
cifar10,fc3,kaiming_in,0.84,1,1,61.5099983215332
cifar10,fc3,kaiming_out,0.94,0,3,57.81999969482422
cifar10,fc3,kaiming_out,0.82,1,2,61.33000183105469
cifar10,fc3,kaiming_in,0.92,0,1,59.7400016784668
cifar10,fc3,kaiming_in,0.98,1,3,50.7599983215332
cifar10,fc3,kaiming_in,0.88,1,5,60.279998779296875
cifar10,fc3,xavier,0.86,1,1,60.849998474121094
cifar10,fc3,kaiming_in,0.82,1,5,61.66999816894531
cifar10,fc3,xavier,0.88,1,5,60.599998474121094
cifar10,fc3,kaiming_in,0.80,1,1,62.189998626708984
cifar10,fc3,xavier,0.86,1,4,61.25
cifar10,fc3,kaiming_out,0.88,1,1,60.36000061035156
cifar10,fc3,kaiming_in,0.94,1,2,57.619998931884766
cifar10,fc3,kaiming_in,0.96,1,5,56.68000030517578
cifar10,fc3,kaiming_in,0.92,1,1,59.029998779296875
cifar10,fc3,xavier,0.84,1,4,61.52000045776367
cifar10,fc3,kaiming_out,0.96,1,2,56.47999954223633
cifar10,fc3,kaiming_out,0.82,0,2,62.119998931884766
cifar10,fc3,kaiming_in,0.88,1,4,60.290000915527344
cifar10,fc3,kaiming_in,0.88,0,4,60.459999084472656
cifar10,fc3,kaiming_out,0.94,1,4,58.150001525878906
cifar10,fc3,xavier,0.86,0,4,61.02000045776367
cifar10,fc3,kaiming_in,0.80,1,5,61.59000015258789
cifar10,fc3,xavier,0.94,1,2,58.0099983215332
cifar10,fc3,kaiming_out,0.80,1,5,61.88999938964844
cifar10,fc3,kaiming_in,0.88,0,3,60.29999923706055
cifar10,fc3,kaiming_out,0.88,1,3,60.689998626708984
cifar10,fc3,kaiming_out,0.84,0,4,61.41999816894531
cifar10,fc3,kaiming_out,0.80,0,1,61.970001220703125
cifar10,fc3,kaiming_out,0.98,0,4,50.97999954223633
cifar10,fc3,xavier,0.80,1,1,61.47999954223633
cifar10,fc3,xavier,0.86,1,5,61.220001220703125
cifar10,fc3,kaiming_out,0.90,0,2,59.45000076293945
cifar10,fc3,kaiming_out,0.84,1,3,61.540000915527344
cifar10,fc3,xavier,0.90,0,4,60.119998931884766
cifar10,fc3,kaiming_in,0.96,0,3,56.709999084472656
cifar10,fc3,kaiming_out,0.80,0,3,61.720001220703125
cifar10,fc3,kaiming_in,0.86,1,1,60.97999954223633
cifar10,fc3,xavier,0.82,0,4,62.380001068115234
cifar10,fc3,kaiming_in,0.80,0,4,62.029998779296875
cifar10,fc3,xavier,0.92,0,4,59.7400016784668
cifar10,fc3,xavier,0.88,0,2,60.459999084472656
cifar10,fc3,xavier,0.84,1,2,61.189998626708984
cifar10,fc3,xavier,0.80,1,4,61.459999084472656
cifar10,fc3,kaiming_out,0.98,0,2,50.720001220703125
cifar10,fc3,kaiming_out,0.92,0,3,58.970001220703125
cifar10,fc3,xavier,0.86,0,3,60.939998626708984
cifar10,fc3,kaiming_in,0.82,0,2,61.58000183105469
cifar10,fc3,xavier,0.98,1,5,51.310001373291016
cifar10,fc3,xavier,0.84,0,1,61.75
cifar10,fc3,kaiming_out,0.86,1,3,61.11000061035156
cifar10,fc3,kaiming_out,0.98,1,1,51.75
cifar10,fc3,xavier,0.96,1,3,56.16999816894531
cifar10,fc3,kaiming_in,0.84,0,5,61.369998931884766
cifar10,fc3,kaiming_in,0.90,0,2,60.369998931884766
cifar10,fc3,kaiming_in,0.92,1,3,59.040000915527344
cifar10,fc3,kaiming_out,0.90,0,1,60.150001525878906
cifar10,fc3,kaiming_out,0.90,0,3,59.619998931884766
cifar10,fc3,xavier,0.98,0,3,51.63999938964844
cifar10,fc3,kaiming_out,0.94,0,2,57.88999938964844
cifar10,fc3,kaiming_in,0.96,1,2,56.5
cifar10,fc3,kaiming_out,0.88,0,1,60.4900016784668
cifar10,fc3,kaiming_in,0.96,0,2,55.93000030517578
cifar10,fc3,kaiming_in,0.90,1,3,59.63999938964844
cifar10,fc3,kaiming_out,0.84,1,4,61.439998626708984
cifar10,fc3,kaiming_out,0.94,0,4,58.279998779296875
cifar10,fc3,xavier,0.84,1,3,61.31999969482422
cifar10,fc3,kaiming_out,0.88,1,5,60.7400016784668
cifar10,fc3,xavier,0.96,0,1,55.970001220703125
cifar10,fc3,kaiming_in,0.88,0,1,60.11000061035156
cifar10,fc3,kaiming_out,0.82,0,5,61.459999084472656
cifar10,fc3,kaiming_in,0.80,0,5,61.95000076293945
cifar10,fc3,kaiming_out,0.92,0,1,59.18000030517578
cifar10,fc3,kaiming_in,0.90,1,1,59.439998626708984
cifar10,fc3,xavier,0.98,0,5,51.56999969482422
cifar10,fc3,kaiming_in,0.80,1,4,62.099998474121094
cifar10,fc3,xavier,0.98,1,1,51.40999984741211
cifar10,fc3,kaiming_out,0.90,0,5,59.58000183105469
cifar10,fc3,kaiming_out,0.94,1,3,57.779998779296875
cifar10,fc3,kaiming_out,0.88,0,2,60.310001373291016
cifar10,fc3,kaiming_out,0.92,1,5,59.130001068115234
cifar10,fc3,kaiming_out,0.98,0,5,51.2400016784668
cifar10,fc3,xavier,0.94,0,5,57.790000915527344
cifar10,fc3,kaiming_out,0.98,1,2,51.2599983215332
cifar10,fc3,kaiming_out,0.86,1,1,60.95000076293945
cifar10,fc3,xavier,0.96,0,5,56.65999984741211
cifar10,fc3,xavier,0.98,0,4,50.54999923706055
cifar10,fc3,xavier,0.84,0,2,60.7599983215332
cifar10,fc3,kaiming_in,0.82,1,1,61.41999816894531
cifar10,fc3,kaiming_in,0.94,0,5,58.220001220703125
cifar10,fc3,kaiming_out,0.90,0,4,59.91999816894531
cifar10,fc3,kaiming_out,0.96,1,1,56.0099983215332
cifar10,fc3,kaiming_in,0.86,0,4,61.220001220703125
cifar10,fc3,xavier,0.88,1,3,60.900001525878906
cifar10,fc3,kaiming_in,0.80,1,2,61.84000015258789
cifar10,fc3,kaiming_in,0.96,1,1,56.0099983215332
cifar10,fc3,xavier,0.94,1,5,57.939998626708984
cifar10,fc3,kaiming_in,0.86,1,5,61.0
cifar10,fc3,xavier,0.82,1,1,62.16999816894531
cifar10,fc3,xavier,0.94,1,3,58.36000061035156
cifar10,fc3,kaiming_out,0.98,0,3,51.61000061035156
cifar10,fc3,xavier,0.90,1,5,59.790000915527344
cifar10,fc3,kaiming_out,0.84,1,1,61.369998931884766
cifar10,fc3,kaiming_out,0.80,0,4,61.95000076293945
cifar10,fc3,kaiming_out,0.98,1,3,51.400001525878906
cifar10,fc3,kaiming_out,0.82,1,4,61.86000061035156
cifar10,fc3,kaiming_in,0.92,0,3,58.560001373291016
cifar10,fc3,xavier,0.96,1,5,56.58000183105469
cifar10,fc3,xavier,0.92,0,1,59.31999969482422
cifar10,fc3,kaiming_in,0.92,0,4,59.029998779296875
cifar10,fc3,xavier,0.80,0,2,62.25
cifar10,fc3,kaiming_out,0.86,0,4,61.349998474121094
cifar10,fc3,xavier,0.82,0,3,61.83000183105469
cifar10,fc3,xavier,0.90,1,1,59.810001373291016
cifar10,fc3,kaiming_out,0.98,0,1,51.130001068115234
cifar10,fc3,kaiming_out,0.86,0,5,60.880001068115234
cifar10,fc3,kaiming_in,0.84,1,4,60.939998626708984
cifar10,fc3,xavier,0.94,0,3,58.22999954223633
cifar10,fc3,kaiming_out,0.80,1,3,61.90999984741211
cifar10,fc3,kaiming_in,0.90,0,3,59.790000915527344
cifar10,fc3,kaiming_out,0.92,1,1,59.04999923706055
cifar10,fc3,xavier,0.90,0,1,59.290000915527344
cifar10,fc3,xavier,0.82,0,1,61.459999084472656
cifar10,fc3,kaiming_out,0.96,1,4,56.06999969482422
cifar10,fc3,kaiming_out,0.82,1,5,61.9900016784668
cifar10,fc3,kaiming_out,0.86,0,1,61.0099983215332
cifar10,fc3,xavier,0.96,0,4,55.7599983215332
cifar10,fc3,kaiming_in,0.84,0,3,60.81999969482422
cifar10,fc3,kaiming_out,0.80,1,4,62.06999969482422
cifar10,fc3,kaiming_in,0.94,1,1,58.13999938964844
cifar10,fc3,kaiming_out,0.86,0,3,61.150001525878906
cifar10,fc3,xavier,0.98,1,3,50.43000030517578
cifar10,fc3,kaiming_in,0.96,1,4,56.22999954223633
cifar10,fc3,kaiming_in,0.92,0,2,59.36000061035156
cifar10,fc3,xavier,0.92,1,5,59.2400016784668
cifar10,fc3,kaiming_in,0.98,1,2,50.4900016784668
cifar10,fc3,kaiming_out,0.90,1,2,60.04999923706055
cifar10,fc3,kaiming_in,0.82,1,2,61.61000061035156
cifar10,fc3,kaiming_out,0.84,0,5,60.77000045776367
cifar10,fc3,kaiming_out,0.94,0,1,57.66999816894531
cifar10,fc3,kaiming_in,0.98,0,5,50.70000076293945
cifar10,fc3,kaiming_in,0.86,1,2,60.849998474121094
cifar10,fc3,xavier,0.92,1,2,58.84000015258789
cifar10,fc3,xavier,0.82,1,5,61.560001373291016
cifar10,fc3,kaiming_in,0.86,0,5,61.04999923706055
cifar10,fc3,kaiming_in,0.80,0,3,62.25
cifar10,fc3,xavier,0.86,1,3,60.880001068115234
cifar10,fc3,xavier,0.98,0,1,51.43000030517578
cifar10,fc3,xavier,0.90,0,2,59.36000061035156
cifar10,fc3,kaiming_out,0.94,1,5,58.34000015258789
cifar10,fc3,xavier,0.88,1,4,60.72999954223633
cifar10,fc3,kaiming_in,0.94,0,4,58.27000045776367
cifar10,fc3,kaiming_in,0.94,1,5,57.900001525878906
cifar10,fc3,kaiming_out,0.92,0,2,59.18000030517578
cifar10,fc3,kaiming_in,0.92,1,4,59.04999923706055
cifar10,fc3,kaiming_in,0.90,1,4,59.41999816894531
cifar10,fc3,kaiming_in,0.84,0,2,61.310001373291016
cifar10,fc3,xavier,0.96,0,2,56.25
cifar10,fc3,xavier,0.80,0,4,62.099998474121094
cifar10,fc3,kaiming_in,0.92,0,5,59.060001373291016
cifar10,fc3,xavier,0.84,1,5,60.84000015258789
cifar10,fc3,kaiming_in,0.88,1,3,60.02000045776367
cifar10,fc3,kaiming_in,0.82,0,1,61.56999969482422
cifar10,fc3,kaiming_out,0.92,0,5,59.0
cifar10,fc3,kaiming_out,0.96,1,5,56.29999923706055
cifar10,fc3,xavier,0.80,1,2,62.189998626708984
cifar10,fc3,xavier,0.90,1,2,60.27000045776367
cifar10,fc3,xavier,0.80,0,5,61.900001525878906
cifar10,fc3,kaiming_out,0.86,0,2,61.380001068115234
cifar10,fc3,kaiming_out,0.94,1,2,57.56999969482422
cifar10,fc3,kaiming_in,0.84,1,2,61.5099983215332
cifar10,fc3,xavier,0.80,1,3,61.4900016784668
cifar10,fc3,kaiming_in,0.92,1,5,58.939998626708984
cifar10,fc3,kaiming_in,0.90,0,1,60.22999954223633
cifar10,fc3,xavier,0.84,1,1,61.58000183105469
cifar10,fc3,kaiming_out,0.82,0,3,61.84000015258789
cifar10,fc3,xavier,0.88,1,2,60.20000076293945
cifar10,fc3,kaiming_out,0.88,0,4,59.95000076293945
cifar10,fc3,xavier,0.94,1,1,57.61000061035156
cifar10,fc3,kaiming_out,0.96,1,3,56.130001068115234
cifar10,fc3,kaiming_out,0.84,0,1,61.31999969482422
cifar10,fc3,kaiming_out,0.86,1,4,60.75
cifar10,fc3,kaiming_in,0.98,1,4,51.279998779296875
cifar10,fc3,kaiming_in,0.94,1,4,58.15999984741211
cifar10,fc3,kaiming_out,0.80,0,5,61.5099983215332
cifar10,fc3,kaiming_in,0.98,1,1,51.13999938964844
cifar10,fc3,xavier,0.86,1,2,60.540000915527344
cifar10,fc3,kaiming_out,0.88,0,3,60.5
cifar10,conv3_wobn,kaiming_in,0.82,0,3,51.81999969482422
cifar10,conv3_wobn,kaiming_out,0.84,0,3,48.459999084472656
cifar10,conv3_wobn,xavier,0.86,0,5,54.310001373291016
cifar10,conv3_wobn,xavier,0.98,0,2,10.0
cifar10,conv3_wobn,kaiming_out,0.98,1,5,19.0
cifar10,conv3_wobn,kaiming_out,0.94,0,5,35.95000076293945
cifar10,conv3_wobn,xavier,0.82,1,3,52.63999938964844
cifar10,conv3_wobn,xavier,0.92,1,4,47.380001068115234
cifar10,conv3_wobn,kaiming_out,0.96,0,5,25.350000381469727
cifar10,conv3_wobn,kaiming_out,0.98,1,4,15.600000381469727
cifar10,conv3_wobn,kaiming_out,0.86,1,5,47.810001373291016
cifar10,conv3_wobn,kaiming_out,0.92,0,4,40.15999984741211
cifar10,conv3_wobn,xavier,0.96,1,4,35.20000076293945
cifar10,conv3_wobn,kaiming_out,0.80,1,1,53.040000915527344
cifar10,conv3_wobn,xavier,0.82,1,2,51.529998779296875
cifar10,conv3_wobn,kaiming_out,0.90,1,4,46.189998626708984
cifar10,conv3_wobn,xavier,0.80,0,1,51.060001373291016
cifar10,conv3_wobn,kaiming_in,0.86,0,3,55.619998931884766
cifar10,conv3_wobn,kaiming_out,0.92,1,2,42.439998626708984
cifar10,conv3_wobn,kaiming_in,0.86,1,4,55.150001525878906
cifar10,conv3_wobn,kaiming_in,0.90,1,2,50.65999984741211
cifar10,conv3_wobn,kaiming_in,0.90,0,4,50.45000076293945
cifar10,conv3_wobn,xavier,0.92,0,3,48.459999084472656
cifar10,conv3_wobn,kaiming_in,0.98,1,5,22.389999389648438
cifar10,conv3_wobn,kaiming_in,0.80,1,3,51.59000015258789
cifar10,conv3_wobn,xavier,0.94,0,1,43.529998779296875
cifar10,conv3_wobn,kaiming_in,0.84,1,5,55.22999954223633
cifar10,conv3_wobn,kaiming_in,0.94,0,3,43.0
cifar10,conv3_wobn,xavier,0.94,0,2,42.779998779296875
cifar10,conv3_wobn,kaiming_in,0.88,0,2,52.7599983215332
cifar10,conv3_wobn,kaiming_out,0.82,0,1,50.5
cifar10,conv3_wobn,xavier,0.88,1,1,52.72999954223633
cifar10,conv3_wobn,xavier,0.82,0,5,50.66999816894531
cifar10,conv3_wobn,kaiming_in,0.96,1,3,38.400001525878906
cifar10,conv3_wobn,xavier,0.84,0,3,49.36000061035156
cifar10,conv3_wobn,kaiming_out,0.90,1,5,45.720001220703125
cifar10,conv3_wobn,kaiming_out,0.82,1,1,51.029998779296875
cifar10,conv3_wobn,kaiming_out,0.84,0,2,47.58000183105469
cifar10,conv3_wobn,kaiming_in,0.98,0,1,24.030000686645508
cifar10,conv3_wobn,kaiming_in,0.98,0,2,10.0
cifar10,conv3_wobn,kaiming_in,0.92,1,2,48.400001525878906
cifar10,conv3_wobn,kaiming_in,0.94,0,2,43.45000076293945
cifar10,conv3_wobn,xavier,0.98,1,4,21.25
cifar10,conv3_wobn,kaiming_out,0.84,1,2,49.29999923706055
cifar10,conv3_wobn,kaiming_in,0.96,0,4,38.349998474121094
cifar10,conv3_wobn,xavier,0.86,0,2,53.45000076293945
cifar10,conv3_wobn,kaiming_in,0.82,0,5,51.349998474121094
cifar10,conv3_wobn,kaiming_out,0.86,1,2,47.70000076293945
cifar10,conv3_wobn,kaiming_out,0.80,1,2,52.400001525878906
cifar10,conv3_wobn,kaiming_out,0.82,0,4,48.68000030517578
cifar10,conv3_wobn,kaiming_in,0.82,1,4,51.36000061035156
cifar10,conv3_wobn,kaiming_out,0.88,0,5,45.54999923706055
cifar10,conv3_wobn,xavier,0.94,0,4,42.54999923706055
cifar10,conv3_wobn,kaiming_in,0.88,1,2,52.689998626708984
cifar10,conv3_wobn,kaiming_in,0.96,0,5,38.970001220703125
cifar10,conv3_wobn,xavier,0.86,0,1,52.81999969482422
cifar10,conv3_wobn,kaiming_in,0.96,0,1,38.380001068115234
cifar10,conv3_wobn,kaiming_in,0.98,0,4,18.940000534057617
cifar10,conv3_wobn,kaiming_out,0.92,1,3,41.63999938964844
cifar10,conv3_wobn,kaiming_out,0.96,0,2,29.729999542236328
cifar10,conv3_wobn,kaiming_out,0.82,1,3,52.099998474121094
cifar10,conv3_wobn,xavier,0.88,0,5,54.16999816894531
cifar10,conv3_wobn,kaiming_in,0.80,0,1,52.939998626708984
cifar10,conv3_wobn,kaiming_in,0.90,1,5,50.81999969482422
cifar10,conv3_wobn,xavier,0.80,0,3,52.02000045776367
cifar10,conv3_wobn,kaiming_in,0.94,1,3,43.779998779296875
cifar10,conv3_wobn,xavier,0.96,1,1,38.189998626708984
cifar10,conv3_wobn,kaiming_in,0.82,1,3,51.34000015258789
cifar10,conv3_wobn,xavier,0.90,1,4,50.540000915527344
cifar10,conv3_wobn,xavier,0.92,1,1,48.02000045776367
cifar10,conv3_wobn,kaiming_out,0.90,1,1,43.34000015258789
cifar10,conv3_wobn,kaiming_out,0.88,1,2,46.83000183105469
cifar10,conv3_wobn,kaiming_out,0.94,1,1,38.77000045776367
cifar10,conv3_wobn,kaiming_in,0.94,0,1,45.38999938964844
cifar10,conv3_wobn,kaiming_in,0.86,0,2,54.279998779296875
cifar10,conv3_wobn,kaiming_in,0.90,0,5,51.56999969482422
cifar10,conv3_wobn,kaiming_in,0.84,1,3,54.95000076293945
cifar10,conv3_wobn,kaiming_out,0.96,0,1,20.59000015258789
cifar10,conv3_wobn,xavier,0.92,0,2,48.27000045776367
cifar10,conv3_wobn,kaiming_out,0.92,1,4,42.72999954223633
cifar10,conv3_wobn,kaiming_in,0.84,0,1,49.150001525878906
cifar10,conv3_wobn,xavier,0.92,0,5,48.880001068115234
cifar10,conv3_wobn,kaiming_out,0.88,1,4,48.279998779296875
cifar10,conv3_wobn,kaiming_in,0.88,0,5,52.77000045776367
cifar10,conv3_wobn,kaiming_out,0.96,0,3,10.0
cifar10,conv3_wobn,xavier,0.98,1,2,20.229999542236328
cifar10,conv3_wobn,xavier,0.94,1,4,43.58000183105469
cifar10,conv3_wobn,xavier,0.80,1,5,53.02000045776367
cifar10,conv3_wobn,kaiming_in,0.84,0,4,49.290000915527344
cifar10,conv3_wobn,xavier,0.96,0,3,39.0
cifar10,conv3_wobn,kaiming_in,0.86,1,3,54.52000045776367
cifar10,conv3_wobn,kaiming_out,0.90,1,3,44.849998474121094
cifar10,conv3_wobn,xavier,0.92,1,3,48.27000045776367
cifar10,conv3_wobn,xavier,0.90,1,3,51.2599983215332
cifar10,conv3_wobn,xavier,0.90,0,5,50.79999923706055
cifar10,conv3_wobn,xavier,0.88,0,1,52.290000915527344
cifar10,conv3_wobn,kaiming_out,0.80,0,2,51.79999923706055
cifar10,conv3_wobn,xavier,0.82,1,4,51.81999969482422
cifar10,conv3_wobn,xavier,0.84,0,5,50.2400016784668
cifar10,conv3_wobn,kaiming_out,0.96,0,4,24.719999313354492
cifar10,conv3_wobn,kaiming_in,0.86,0,1,54.29999923706055
cifar10,conv3_wobn,kaiming_in,0.98,0,3,10.0
cifar10,conv3_wobn,kaiming_in,0.80,0,2,51.560001373291016
cifar10,conv3_wobn,xavier,0.82,0,2,51.779998779296875
cifar10,conv3_wobn,kaiming_in,0.88,1,1,52.54999923706055
cifar10,conv3_wobn,xavier,0.90,0,3,48.91999816894531
cifar10,conv3_wobn,xavier,0.96,1,2,36.38999938964844
cifar10,conv3_wobn,xavier,0.88,0,3,52.34000015258789
cifar10,conv3_wobn,xavier,0.84,0,4,50.65999984741211
cifar10,conv3_wobn,kaiming_in,0.82,0,4,52.150001525878906
cifar10,conv3_wobn,xavier,0.88,0,4,53.13999938964844
cifar10,conv3_wobn,kaiming_out,0.84,1,5,49.970001220703125
cifar10,conv3_wobn,kaiming_in,0.84,1,1,56.31999969482422
cifar10,conv3_wobn,kaiming_out,0.94,0,3,36.099998474121094
cifar10,conv3_wobn,kaiming_out,0.82,1,2,51.0
cifar10,conv3_wobn,kaiming_in,0.92,0,1,47.31999969482422
cifar10,conv3_wobn,kaiming_in,0.98,1,3,20.809999465942383
cifar10,conv3_wobn,kaiming_in,0.88,1,5,51.15999984741211
cifar10,conv3_wobn,xavier,0.86,1,1,56.029998779296875
cifar10,conv3_wobn,kaiming_in,0.82,1,5,51.16999816894531
cifar10,conv3_wobn,xavier,0.88,1,5,51.630001068115234
cifar10,conv3_wobn,kaiming_in,0.80,1,1,53.13999938964844
cifar10,conv3_wobn,xavier,0.86,1,4,54.970001220703125
cifar10,conv3_wobn,kaiming_out,0.88,1,1,45.5
cifar10,conv3_wobn,kaiming_in,0.94,1,2,45.08000183105469
cifar10,conv3_wobn,kaiming_in,0.96,1,5,39.11000061035156
cifar10,conv3_wobn,kaiming_in,0.92,1,1,48.20000076293945
cifar10,conv3_wobn,xavier,0.84,1,4,56.5
cifar10,conv3_wobn,kaiming_out,0.96,1,2,34.63999938964844
cifar10,conv3_wobn,kaiming_out,0.82,0,2,48.650001525878906
cifar10,conv3_wobn,kaiming_in,0.88,1,4,51.7599983215332
cifar10,conv3_wobn,kaiming_in,0.88,0,4,52.7599983215332
cifar10,conv3_wobn,kaiming_out,0.94,1,4,37.47999954223633
cifar10,conv3_wobn,xavier,0.86,0,4,54.5099983215332
cifar10,conv3_wobn,kaiming_in,0.80,1,5,52.59000015258789
cifar10,conv3_wobn,xavier,0.94,1,2,44.220001220703125
cifar10,conv3_wobn,kaiming_out,0.80,1,5,52.75
cifar10,conv3_wobn,kaiming_in,0.88,0,3,52.36000061035156
cifar10,conv3_wobn,kaiming_out,0.88,1,3,47.27000045776367
cifar10,conv3_wobn,kaiming_out,0.84,0,4,47.349998474121094
cifar10,conv3_wobn,kaiming_out,0.80,0,1,50.7400016784668
cifar10,conv3_wobn,kaiming_out,0.98,0,4,10.0
cifar10,conv3_wobn,xavier,0.80,1,1,51.459999084472656
cifar10,conv3_wobn,xavier,0.86,1,5,55.220001220703125
cifar10,conv3_wobn,kaiming_out,0.90,0,2,44.349998474121094
cifar10,conv3_wobn,kaiming_out,0.84,1,3,49.900001525878906
cifar10,conv3_wobn,xavier,0.90,0,4,49.66999816894531
cifar10,conv3_wobn,kaiming_in,0.96,0,3,37.959999084472656
cifar10,conv3_wobn,kaiming_out,0.80,0,3,50.40999984741211
cifar10,conv3_wobn,kaiming_in,0.86,1,1,55.18000030517578
cifar10,conv3_wobn,xavier,0.82,0,4,51.58000183105469
cifar10,conv3_wobn,kaiming_in,0.80,0,4,53.0099983215332
cifar10,conv3_wobn,xavier,0.92,0,4,47.689998626708984
cifar10,conv3_wobn,xavier,0.88,0,2,54.88999938964844
cifar10,conv3_wobn,xavier,0.84,1,2,56.709999084472656
cifar10,conv3_wobn,xavier,0.80,1,4,52.959999084472656
cifar10,conv3_wobn,kaiming_out,0.98,0,2,15.460000038146973
cifar10,conv3_wobn,kaiming_out,0.92,0,3,39.5
cifar10,conv3_wobn,xavier,0.86,0,3,54.33000183105469
cifar10,conv3_wobn,kaiming_in,0.82,0,2,52.59000015258789
cifar10,conv3_wobn,xavier,0.98,1,5,10.0
cifar10,conv3_wobn,xavier,0.84,0,1,51.2599983215332
cifar10,conv3_wobn,kaiming_out,0.86,1,3,48.18000030517578
cifar10,conv3_wobn,kaiming_out,0.98,1,1,19.360000610351562
cifar10,conv3_wobn,xavier,0.96,1,3,38.900001525878906
cifar10,conv3_wobn,kaiming_in,0.84,0,5,49.79999923706055
cifar10,conv3_wobn,kaiming_in,0.90,0,2,50.5099983215332
cifar10,conv3_wobn,kaiming_in,0.92,1,3,47.939998626708984
cifar10,conv3_wobn,kaiming_out,0.90,0,1,41.06999969482422
cifar10,conv3_wobn,kaiming_out,0.90,0,3,44.20000076293945
cifar10,conv3_wobn,xavier,0.98,0,3,10.0
cifar10,conv3_wobn,kaiming_out,0.94,0,2,35.869998931884766
cifar10,conv3_wobn,kaiming_in,0.96,1,2,39.56999969482422
cifar10,conv3_wobn,kaiming_out,0.88,0,1,45.59000015258789
cifar10,conv3_wobn,kaiming_in,0.96,0,2,39.84000015258789
cifar10,conv3_wobn,kaiming_in,0.90,1,3,51.04999923706055
cifar10,conv3_wobn,kaiming_out,0.84,1,4,50.47999954223633
cifar10,conv3_wobn,kaiming_out,0.94,0,4,33.79999923706055
cifar10,conv3_wobn,xavier,0.84,1,3,55.47999954223633
cifar10,conv3_wobn,kaiming_out,0.88,1,5,45.88999938964844
cifar10,conv3_wobn,xavier,0.96,0,1,34.810001373291016
cifar10,conv3_wobn,kaiming_in,0.88,0,1,54.04999923706055
cifar10,conv3_wobn,kaiming_out,0.82,0,5,48.630001068115234
cifar10,conv3_wobn,kaiming_in,0.80,0,5,53.540000915527344
cifar10,conv3_wobn,kaiming_out,0.92,0,1,38.79999923706055
cifar10,conv3_wobn,kaiming_in,0.90,1,1,51.540000915527344
cifar10,conv3_wobn,xavier,0.98,0,5,16.170000076293945
cifar10,conv3_wobn,kaiming_in,0.80,1,4,52.95000076293945
cifar10,conv3_wobn,xavier,0.98,1,1,21.68000030517578
cifar10,conv3_wobn,kaiming_out,0.90,0,5,43.08000183105469
cifar10,conv3_wobn,kaiming_out,0.94,1,3,35.650001525878906
cifar10,conv3_wobn,kaiming_out,0.88,0,2,45.040000915527344
cifar10,conv3_wobn,kaiming_out,0.92,1,5,42.849998474121094
cifar10,conv3_wobn,kaiming_out,0.98,0,5,10.0
cifar10,conv3_wobn,xavier,0.94,0,5,44.209999084472656
cifar10,conv3_wobn,kaiming_out,0.98,1,2,16.670000076293945
cifar10,conv3_wobn,kaiming_out,0.86,1,1,47.47999954223633
cifar10,conv3_wobn,xavier,0.96,0,5,37.619998931884766
cifar10,conv3_wobn,xavier,0.98,0,4,22.559999465942383
cifar10,conv3_wobn,xavier,0.84,0,2,49.540000915527344
cifar10,conv3_wobn,kaiming_in,0.82,1,1,52.220001220703125
cifar10,conv3_wobn,kaiming_in,0.94,0,5,44.15999984741211
cifar10,conv3_wobn,kaiming_out,0.90,0,4,44.08000183105469
cifar10,conv3_wobn,kaiming_out,0.96,1,1,29.790000915527344
cifar10,conv3_wobn,kaiming_in,0.86,0,4,54.11000061035156
cifar10,conv3_wobn,xavier,0.88,1,3,51.720001220703125
cifar10,conv3_wobn,kaiming_in,0.80,1,2,53.0
cifar10,conv3_wobn,kaiming_in,0.96,1,1,38.310001373291016
cifar10,conv3_wobn,xavier,0.94,1,5,45.31999969482422
cifar10,conv3_wobn,kaiming_in,0.86,1,5,54.13999938964844
cifar10,conv3_wobn,xavier,0.82,1,1,50.79999923706055
cifar10,conv3_wobn,xavier,0.94,1,3,44.95000076293945
cifar10,conv3_wobn,kaiming_out,0.98,0,3,10.0
cifar10,conv3_wobn,xavier,0.90,1,5,50.119998931884766
cifar10,conv3_wobn,kaiming_out,0.84,1,1,49.959999084472656
cifar10,conv3_wobn,kaiming_out,0.80,0,4,51.2599983215332
cifar10,conv3_wobn,kaiming_out,0.98,1,3,15.25
cifar10,conv3_wobn,kaiming_out,0.82,1,4,51.720001220703125
cifar10,conv3_wobn,kaiming_in,0.92,0,3,47.27000045776367
cifar10,conv3_wobn,xavier,0.96,1,5,36.720001220703125
cifar10,conv3_wobn,xavier,0.92,0,1,45.45000076293945
cifar10,conv3_wobn,kaiming_in,0.92,0,4,45.7400016784668
cifar10,conv3_wobn,xavier,0.80,0,2,52.34000015258789
cifar10,conv3_wobn,kaiming_out,0.86,0,4,46.31999969482422
cifar10,conv3_wobn,xavier,0.82,0,3,51.130001068115234
cifar10,conv3_wobn,xavier,0.90,1,1,48.880001068115234
cifar10,conv3_wobn,kaiming_out,0.98,0,1,10.0
cifar10,conv3_wobn,kaiming_out,0.86,0,5,47.41999816894531
cifar10,conv3_wobn,kaiming_in,0.84,1,4,55.2599983215332
cifar10,conv3_wobn,xavier,0.94,0,3,42.939998626708984
cifar10,conv3_wobn,kaiming_out,0.80,1,3,52.88999938964844
cifar10,conv3_wobn,kaiming_in,0.90,0,3,48.130001068115234
cifar10,conv3_wobn,kaiming_out,0.92,1,1,42.40999984741211
cifar10,conv3_wobn,xavier,0.90,0,1,48.2400016784668
cifar10,conv3_wobn,xavier,0.82,0,1,51.150001525878906
