data type,model,init method,prune ratio,restore,mean,max,min,std
cifar10,conv3,xavier,0.86,1,56.087999725341795,56.790000915527344,55.66999816894531,0.4389995980945025
cifar10,conv3,xavier,0.86,2,55.927999877929686,56.689998626708984,55.040000915527344,0.6500532800999004
cifar10,conv3,xavier,0.86,3,55.667999267578125,56.47999954223633,54.349998474121094,0.8375682202240753
cifar10,conv3,xavier,0.88,0,54.17000045776367,55.220001220703125,53.83000183105469,0.5935068407581674
cifar10,conv3,xavier,0.88,1,53.966000366210935,54.9900016784668,52.75,0.8180651364507525
cifar10,conv3,xavier,0.88,2,53.49599990844727,53.97999954223633,52.939998626708984,0.44511771576285086
cifar10,conv3,xavier,0.88,3,54.24599990844727,54.709999084472656,53.689998626708984,0.384226528269281
cifar10,conv3,xavier,0.9,0,51.04199981689453,52.06999969482422,49.66999816894531,0.9528488800225278
cifar10,conv3,xavier,0.9,1,51.54000015258789,52.22999954223633,51.0,0.4667438949082184
cifar10,conv3,xavier,0.9,2,51.5739990234375,52.869998931884766,50.88999938964844,0.760348502815603
cifar10,conv3,xavier,0.9,3,51.37200012207031,52.209999084472656,50.0,0.9139305775868826
cifar10,conv3,xavier,0.92,0,49.01600036621094,50.470001220703125,48.02000045776367,0.9832752888075398
cifar10,conv3,xavier,0.92,1,49.51599960327148,50.34000015258789,48.939998626708984,0.5285172795970732
cifar10,conv3,xavier,0.92,2,49.492000579833984,50.380001068115234,48.2400016784668,0.9211785345847403
cifar10,conv3,xavier,0.92,3,49.1740005493164,49.959999084472656,48.540000915527344,0.530923064325412
cifar10,conv3,xavier,0.94,0,45.53800048828125,46.06999969482422,44.18000030517578,0.7924454918063935
cifar10,conv3,xavier,0.94,1,45.86199951171875,46.790000915527344,44.72999954223633,0.8254214508935899
cifar10,conv3,xavier,0.94,2,45.922000122070315,46.439998626708984,45.41999816894531,0.42628626927285285
cifar10,conv3,xavier,0.94,3,45.83399963378906,47.0099983215332,45.279998779296875,0.676741623296724
cifar10,conv3,xavier,0.96,0,41.03600006103515,41.7599983215332,39.900001525878906,0.8055302049797205
cifar10,conv3,xavier,0.96,1,41.662000274658205,42.619998931884766,40.400001525878906,1.1354814933507267
cifar10,conv3,xavier,0.96,2,41.82800064086914,42.15999984741211,41.5,0.2826129067908206
cifar10,conv3,xavier,0.96,3,40.84000015258789,42.0,40.2400016784668,0.7434036561477676
cifar10,conv3,xavier,0.98,0,29.20599937438965,32.34000015258789,26.209999084472656,2.3902471506983773
cifar10,conv3,xavier,0.98,1,29.26400032043457,30.90999984741211,26.040000915527344,1.9586164515187061
cifar10,conv3,xavier,0.98,2,30.296000289916993,31.75,26.6200008392334,2.0976961072651634
cifar10,conv3,xavier,0.98,3,30.833999252319337,32.279998779296875,28.6299991607666,1.5995403197854519
cifar10,conv3_wobn,kaiming_in,0.8,0,59.41800079345703,60.18000030517578,58.220001220703125,0.7808134266512725
cifar10,conv3_wobn,kaiming_in,0.8,1,59.25,59.75,58.18000030517578,0.6371813886731301
cifar10,conv3_wobn,kaiming_in,0.82,0,57.732000732421874,58.52000045776367,57.08000183105469,0.5147034464210462
cifar10,conv3_wobn,kaiming_in,0.82,1,57.57399978637695,58.66999816894531,55.779998779296875,1.0833192347709093
cifar10,conv3_wobn,kaiming_in,0.84,0,56.75600051879883,58.25,54.65999984741211,1.3410182427428776
cifar10,conv3_wobn,kaiming_in,0.84,1,56.524000549316405,57.7599983215332,55.7400016784668,0.8129133715973573
cifar10,conv3_wobn,kaiming_in,0.86,0,54.90800018310547,55.2400016784668,54.540000915527344,0.31300113212651565
cifar10,conv3_wobn,kaiming_in,0.86,1,54.58399963378906,55.63999938964844,54.040000915527344,0.6380669209419574
cifar10,conv3_wobn,kaiming_in,0.88,0,52.976000213623045,53.5,52.369998931884766,0.41800739946293203
cifar10,conv3_wobn,kaiming_in,0.88,1,52.987999725341794,54.68000030517578,52.15999984741211,0.9881653088645512
cifar10,conv3_wobn,kaiming_in,0.9,0,50.78600006103515,52.130001068115234,49.630001068115234,1.0101140852604562
cifar10,conv3_wobn,kaiming_in,0.9,1,50.41800079345703,51.36000061035156,49.459999084472656,0.6843396709371626
cifar10,conv3_wobn,kaiming_in,0.92,0,48.10599975585937,49.77000045776367,47.400001525878906,0.9502264758356646
cifar10,conv3_wobn,kaiming_in,0.92,1,47.49000015258789,48.31999969482422,45.40999984741211,1.1982070390120043
cifar10,conv3_wobn,kaiming_in,0.94,0,44.933999633789064,45.529998779296875,44.630001068115234,0.3919560733648758
cifar10,conv3_wobn,kaiming_in,0.94,1,43.68800048828125,45.33000183105469,40.9900016784668,1.9633946341818
cifar10,conv3_wobn,kaiming_in,0.96,0,38.56999969482422,38.970001220703125,38.04999923706055,0.4401708981947493
cifar10,conv3_wobn,kaiming_in,0.96,1,38.055999755859375,39.91999816894531,35.439998626708984,1.778687746140198
cifar10,conv3_wobn,kaiming_in,0.98,0,25.070000076293944,26.850000381469727,23.25,1.5625620954458292
cifar10,conv3_wobn,kaiming_in,0.98,1,25.83799934387207,28.709999084472656,22.959999084472656,2.3619950243213785
cifar10,conv3_wobn,kaiming_out,0.8,0,56.01199951171875,56.459999084472656,55.29999923706055,0.4330934874509343
cifar10,conv3_wobn,kaiming_out,0.8,1,58.95,59.900001525878906,58.13999938964844,0.7595395168861749
cifar10,conv3_wobn,kaiming_out,0.82,0,54.262000274658206,55.33000183105469,52.54999923706055,1.053124791575376
cifar10,conv3_wobn,kaiming_out,0.82,1,57.94800033569336,59.040000915527344,56.7400016784668,1.065912774159103
cifar10,conv3_wobn,kaiming_out,0.84,0,53.73199996948242,55.130001068115234,52.36000061035156,1.061305940446135
cifar10,conv3_wobn,kaiming_out,0.84,1,57.04199981689453,57.61000061035156,56.52000045776367,0.40375777916972333
cifar10,conv3_wobn,kaiming_out,0.86,0,51.982000732421874,53.650001525878906,51.2400016784668,0.9868743218492599
cifar10,conv3_wobn,kaiming_out,0.86,1,55.04000015258789,56.18000030517578,54.22999954223633,0.7774316145582006
cifar10,conv3_wobn,kaiming_out,0.88,0,49.70800018310547,52.77000045776367,46.959999084472656,2.0858742782512247
cifar10,conv3_wobn,kaiming_out,0.88,1,52.64400024414063,53.68000030517578,50.9900016784668,1.0327768705155707
cifar10,conv3_wobn,kaiming_out,0.9,0,47.842000579833986,48.7599983215332,46.900001525878906,0.7625735491203496
cifar10,conv3_wobn,kaiming_out,0.9,1,51.17399978637695,52.11000061035156,50.2599983215332,0.6664691370859402
cifar10,conv3_wobn,kaiming_out,0.92,0,44.655999755859376,45.81999969482422,43.5099983215332,1.0876267494445964
cifar10,conv3_wobn,kaiming_out,0.92,1,48.33199920654297,49.099998474121094,47.689998626708984,0.5765585749483452
cifar10,conv3_wobn,kaiming_out,0.94,0,40.32400054931641,42.119998931884766,38.720001220703125,1.4333624559036768
cifar10,conv3_wobn,kaiming_out,0.94,1,44.37799987792969,45.459999084472656,43.290000915527344,0.8489226425395753
cifar10,conv3_wobn,kaiming_out,0.96,0,20.75999984741211,36.20000076293945,10.0,11.077095907180631
cifar10,conv3_wobn,kaiming_out,0.96,1,38.263999938964844,39.09000015258789,37.22999954223633,0.8106660682322082
cifar10,conv3_wobn,kaiming_out,0.98,0,10.892000007629395,14.460000038146973,10.0,1.9945726529896572
cifar10,conv3_wobn,kaiming_out,0.98,1,25.850000381469727,30.1200008392334,22.940000534057617,2.7847802566184994
cifar10,conv3_wobn,xavier,0.8,0,58.96800003051758,59.52000045776367,57.65999984741211,0.7710190530050178
cifar10,conv3_wobn,xavier,0.8,1,59.54800033569336,59.97999954223633,59.2400016784668,0.2934615563580889
cifar10,conv3_wobn,xavier,0.82,0,57.99000091552735,59.220001220703125,56.59000015258789,0.9942590118608394
cifar10,conv3_wobn,xavier,0.82,1,58.01599960327148,59.060001373291016,57.59000015258789,0.5958867880304712
cifar10,conv3_wobn,xavier,0.84,0,56.12200012207031,57.25,54.86000061035156,0.8726224594097988
cifar10,conv3_wobn,xavier,0.84,1,55.917999267578125,56.59000015258789,55.619998931884766,0.4140898535341411
cifar10,conv3_wobn,xavier,0.86,0,54.87999954223633,55.75,54.0099983215332,0.8173126953392192
cifar10,conv3_wobn,xavier,0.86,1,54.635999298095705,55.369998931884766,53.91999816894531,0.6073136191474208
cifar10,conv3_wobn,xavier,0.88,0,53.15399932861328,53.849998474121094,52.689998626708984,0.5173300233794393
cifar10,conv3_wobn,xavier,0.88,1,52.64199981689453,53.470001220703125,52.04999923706055,0.6132871800082538
cifar10,conv3_wobn,xavier,0.9,0,50.71399993896485,51.369998931884766,49.59000015258789,0.7193608214629926
cifar10,conv3_wobn,xavier,0.9,1,50.94599990844726,51.29999923706055,50.40999984741211,0.41740793586065644
cifar10,conv3_wobn,xavier,0.92,0,47.85199966430664,49.0,46.34000015258789,0.9835494017387135
cifar10,conv3_wobn,xavier,0.92,1,48.300000762939455,49.060001373291016,47.61000061035156,0.5849364019536235
cifar10,conv3_wobn,xavier,0.94,0,44.93199996948242,47.11000061035156,43.630001068115234,1.4989064061607478
cifar10,conv3_wobn,xavier,0.94,1,44.31800003051758,46.209999084472656,43.20000076293945,1.2004450845548715
cifar10,conv3_wobn,xavier,0.96,0,39.22999954223633,40.47999954223633,37.459999084472656,1.1370575052989178
cifar10,conv3_wobn,xavier,0.96,1,37.96799926757812,39.65999984741211,35.16999816894531,1.7656649434611804
cifar10,conv3_wobn,xavier,0.98,0,22.536000061035157,30.149999618530273,10.0,7.729025185764995
cifar10,conv3_wobn,xavier,0.98,1,24.927999877929686,29.329999923706055,20.799999237060547,3.0201773679324058
cifar10,fc3,kaiming_in,0.8,0,63.555999755859375,63.86000061035156,63.369998931884766,0.19629150807297796
cifar10,fc3,kaiming_in,0.8,1,63.50199966430664,63.779998779296875,63.16999816894531,0.22264349367527403
cifar10,fc3,kaiming_in,0.8,2,63.4239990234375,63.619998931884766,63.22999954223633,0.17401090592314267
cifar10,fc3,kaiming_in,0.8,3,63.652000427246094,64.05000305175781,63.22999954223633,0.32591567127669024
cifar10,fc3,kaiming_in,0.82,0,63.17399978637695,63.560001373291016,62.939998626708984,0.2301748148807991
cifar10,fc3,kaiming_in,0.82,1,63.07800064086914,63.189998626708984,62.970001220703125,0.08166915807614293
cifar10,fc3,kaiming_in,0.82,2,62.997999572753905,63.2599983215332,62.810001373291016,0.17224885565705347
cifar10,fc3,kaiming_in,0.82,3,63.15199966430664,63.439998626708984,62.849998474121094,0.237634153686814
cifar10,fc3,kaiming_in,0.84,0,62.742000579833984,62.93000030517578,62.5,0.1764089673149673
cifar10,fc3,kaiming_in,0.84,1,62.975999450683595,63.22999954223633,62.849998474121094,0.15388300011308842
cifar10,fc3,kaiming_in,0.84,2,62.68199996948242,63.04999923706055,62.4900016784668,0.22196768634111846
cifar10,fc3,kaiming_in,0.84,3,62.975999450683595,63.15999984741211,62.72999954223633,0.1903416952158277
cifar10,fc3,kaiming_in,0.86,0,62.29199981689453,62.470001220703125,62.119998931884766,0.16208110070027387
cifar10,fc3,kaiming_in,0.86,1,62.29999923706055,62.709999084472656,61.91999816894531,0.3380087119810078
cifar10,fc3,kaiming_in,0.86,2,62.34399948120117,62.599998474121094,62.06999969482422,0.2209744035930994
cifar10,fc3,kaiming_in,0.86,3,62.4620002746582,62.90999984741211,62.290000915527344,0.26508459878626955
cifar10,fc3,kaiming_in,0.88,0,61.87800064086914,62.130001068115234,61.52000045776367,0.2969346254889655
cifar10,fc3,kaiming_in,0.88,1,61.97400054931641,62.45000076293945,61.70000076293945,0.29737200174655837
cifar10,fc3,kaiming_in,0.88,2,61.768000793457034,62.22999954223633,61.380001068115234,0.3905376666051928
cifar10,fc3,kaiming_in,0.88,3,61.93400115966797,62.290000915527344,61.720001220703125,0.26082546130444917
cifar10,fc3,kaiming_in,0.9,0,61.05400009155274,61.56999969482422,60.45000076293945,0.399035903081014
cifar10,fc3,kaiming_in,0.9,1,61.55800018310547,62.040000915527344,61.22999954223633,0.33432070350978377
cifar10,fc3,kaiming_in,0.9,2,61.27000045776367,61.790000915527344,60.90999984741211,0.32287789848545245
cifar10,fc3,kaiming_in,0.9,3,61.418000030517575,61.77000045776367,61.13999938964844,0.24692116854777335
cifar10,fc3,kaiming_in,0.92,0,60.49800109863281,60.880001068115234,60.060001373291016,0.29928237227498616
cifar10,fc3,kaiming_in,0.92,1,60.35600051879883,60.68000030517578,60.18000030517578,0.1996997609103381
cifar10,fc3,kaiming_in,0.92,2,60.41600036621094,60.7400016784668,60.209999084472656,0.19819261888465906
cifar10,fc3,kaiming_in,0.92,3,60.524000549316405,60.709999084472656,60.40999984741211,0.11696102921824454
cifar10,fc3,kaiming_in,0.94,0,59.310000610351565,59.720001220703125,59.040000915527344,0.3434391638853901
cifar10,fc3,kaiming_in,0.94,1,59.3879997253418,59.869998931884766,59.09000015258789,0.3236041940051182
cifar10,fc3,kaiming_in,0.94,2,59.45199966430664,59.63999938964844,59.11000061035156,0.2052309672272535
cifar10,fc3,kaiming_in,0.94,3,59.48199996948242,59.779998779296875,59.150001525878906,0.2296076946737639
cifar10,fc3,kaiming_in,0.96,0,57.44799957275391,57.849998474121094,56.959999084472656,0.3230632158915277
cifar10,fc3,kaiming_in,0.96,1,57.417999267578125,57.779998779296875,57.0,0.29752292397498853
cifar10,fc3,kaiming_in,0.96,2,57.56999969482422,57.779998779296875,57.349998474121094,0.19735732514682783
cifar10,fc3,kaiming_in,0.96,3,57.716000366210935,58.06999969482422,57.08000183105469,0.38604315632386205
cifar10,fc3,kaiming_in,0.98,0,53.40999908447266,53.779998779296875,52.90999984741211,0.37409848096758114
cifar10,fc3,kaiming_in,0.98,1,53.44599990844726,53.869998931884766,53.08000183105469,0.3157999645609315
cifar10,fc3,kaiming_in,0.98,2,53.58800048828125,53.900001525878906,53.290000915527344,0.288392828595646
cifar10,fc3,kaiming_in,0.98,3,53.322000122070314,53.75,52.9900016784668,0.31228120465768305
cifar10,fc3,kaiming_out,0.8,0,63.48199996948242,63.619998931884766,63.25,0.16679295178521542
cifar10,fc3,kaiming_out,0.8,1,63.40999908447266,63.709999084472656,63.099998474121094,0.22214891831168704
cifar10,fc3,kaiming_out,0.8,2,63.369999694824216,63.619998931884766,63.18000030517578,0.19235293827648323
cifar10,fc3,kaiming_out,0.8,3,63.41600036621094,63.970001220703125,63.060001373291016,0.3396027649999199
cifar10,fc3,kaiming_out,0.82,0,63.07999954223633,63.34000015258789,62.75,0.23184021557951318
cifar10,fc3,kaiming_out,0.82,1,63.3120002746582,63.720001220703125,63.02000045776367,0.2628120305903458
cifar10,fc3,kaiming_out,0.82,2,63.29000015258789,63.5,63.11000061035156,0.1398212408825175
cifar10,fc3,kaiming_out,0.82,3,63.177999877929686,63.36000061035156,62.63999938964844,0.3028534627183865
cifar10,fc3,kaiming_out,0.84,0,62.73600082397461,62.95000076293945,62.540000915527344,0.15820894424253557
cifar10,fc3,kaiming_out,0.84,1,62.76599960327148,62.849998474121094,62.56999969482422,0.12033274105070409
cifar10,fc3,kaiming_out,0.84,2,62.758000183105466,63.279998779296875,62.29999923706055,0.35688916992480196
cifar10,fc3,kaiming_out,0.84,3,62.96999969482422,63.11000061035156,62.880001068115234,0.0982344290610827
cifar10,fc3,kaiming_out,0.86,0,62.508000183105466,62.630001068115234,62.290000915527344,0.13198468923230897
cifar10,fc3,kaiming_out,0.86,1,62.42199935913086,62.81999969482422,62.119998931884766,0.26985202209854914
cifar10,fc3,kaiming_out,0.86,2,62.3120002746582,62.68000030517578,62.060001373291016,0.2906369529324501
cifar10,fc3,kaiming_out,0.86,3,62.41000061035156,62.77000045776367,61.93000030517578,0.31392672846527875
cifar10,fc3,kaiming_out,0.88,0,61.99599990844727,62.16999816894531,61.70000076293945,0.18146562134378721
cifar10,fc3,kaiming_out,0.88,1,61.92600021362305,62.119998931884766,61.83000183105469,0.11545495771847689
cifar10,fc3,kaiming_out,0.88,2,62.04800033569336,62.40999984741211,61.709999084472656,0.2672454272932481
cifar10,fc3,kaiming_out,0.88,3,62.06999969482422,62.709999084472656,61.5,0.45110945523322693
cifar10,fc3,kaiming_out,0.9,0,61.16600036621094,61.400001525878906,60.939998626708984,0.17082233886826848
cifar10,fc3,kaiming_out,0.9,1,61.27799911499024,61.849998474121094,60.779998779296875,0.4073323852697112
cifar10,fc3,kaiming_out,0.9,2,61.305999755859375,61.61000061035156,61.06999969482422,0.24378334858129858
cifar10,fc3,kaiming_out,0.9,3,61.24399948120117,61.439998626708984,60.79999923706055,0.25392919728142294
cifar10,fc3,kaiming_out,0.92,0,60.28200073242188,60.52000045776367,59.88999938964844,0.2610943133797257
cifar10,fc3,kaiming_out,0.92,1,60.264000701904294,60.540000915527344,59.959999084472656,0.2380760521455975
cifar10,fc3,kaiming_out,0.92,2,60.454000854492186,60.56999969482422,60.310001373291016,0.11058892958652985
cifar10,fc3,kaiming_out,0.92,3,60.50599975585938,60.66999816894531,60.27000045776367,0.1814655057243222
cifar10,fc3,kaiming_out,0.94,0,59.364000701904295,59.77000045776367,58.970001220703125,0.30656153115265156
cifar10,fc3,kaiming_out,0.94,1,59.19199905395508,59.439998626708984,58.720001220703125,0.2941416568110891
cifar10,fc3,kaiming_out,0.94,2,59.114000701904295,59.58000183105469,58.4900016784668,0.39221153632136013
cifar10,fc3,kaiming_out,0.94,3,59.4,59.709999084472656,59.13999938964844,0.21201378522211875
cifar10,fc3,kaiming_out,0.96,0,57.37800064086914,57.900001525878906,56.939998626708984,0.38499425274633914
cifar10,fc3,kaiming_out,0.96,1,57.58600006103516,57.790000915527344,57.380001068115234,0.18849399490588542
